Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,Lithology,USCS,Density / Consistency
141387,47.76157126,-122.1820531,28.8,4,16.3,1.0,3,20.3,1.8000000000000007,"Gray clayey silt to silty clay, wet, stiff",Clayey silt,ML,Very soft
141387,47.76157126,-122.1820531,28.8,5,11.3,7.0,3,20.3,1.8000000000000007,"Gray clayey silt to silty clay, wet, stiff",Clayey silt,ML,Medium Stiff
141387,47.76157126,-122.1820531,28.8,6,6.300000000000001,0.0,3,20.3,1.8000000000000007,"Gray clayey silt to silty clay, wet, stiff",Clayey silt,ML,Very soft
141387,47.76157126,-122.1820531,28.8,7,1.3000000000000007,46.0,4,1.8000000000000007,-7.199999999999999,"Gray silty sand, wet, dense grading very dense below 30 feet",Silty sand,SM,Dense
141387,47.76157126,-122.1820531,28.8,8,-3.6999999999999993,68.0,4,1.8000000000000007,-7.199999999999999,"Gray silty sand, wet, dense grading very dense below 30 feet",Silty sand,SM,Very Dense
141387,47.76157126,-122.1820531,28.8,9,-8.7,49.0,5,-7.199999999999999,-9.7,"Gray clayey silt, wet, stiff",Clayey silt,ML,Hard
141387,47.76157126,-122.1820531,28.8,10,-13.7,83.0,6,-9.7,-20.2,"Gray silt with sand, moist to wet, dense to very dense",Silt,ML,Hard
141387,47.76157126,-122.1820531,28.8,11,-18.7,46.0,6,-9.7,-20.2,"Gray silt with sand, moist to wet, dense to very dense",Silt,ML,Hard
141390,47.76188622,-122.1803406,28.0,1,20.5,2.0,3,23.0,18.0,"Brown peat, amorphous, grading to highly organic dark olive green silt, saturated, very soft",Peat,PT,Very soft
141391,47.75848711,-122.1750191,28.5,1,23.5,16.0,2,24.5,20.5,"Brown to gray fine to medium sand, loose",Sand,SW,Medium Dense
141391,47.75848711,-122.1750191,28.5,2,18.5,24.0,3,20.5,-6.5,"Gray fine sand, medium, compact",Sand,SW,Medium Dense
141391,47.75848711,-122.1750191,28.5,3,13.5,38.0,3,20.5,-6.5,"Gray fine sand, medium, compact",Sand,SW,Dense
141391,47.75848711,-122.1750191,28.5,4,8.5,30.0,3,20.5,-6.5,"Gray fine sand, medium, compact",Sand,SW,Dense
141391,47.75848711,-122.1750191,28.5,5,3.5,34.0,3,20.5,-6.5,"Gray fine sand, medium, compact",Sand,SW,Dense
141391,47.75848711,-122.1750191,28.5,6,-1.5,26.0,3,20.5,-6.5,"Gray fine sand, medium, compact",Sand,SW,Dense
141392,47.75772244,-122.1750691,31.9,1,26.9,6.0,1,31.9,22.9,"Brown fine sand, silt, peat and some diatomite, soft and loose",Sand,SP,Loose
141392,47.75772244,-122.1750691,31.9,2,21.9,29.0,2,22.9,12.899999999999999,"Gray sand and gravel, medium compact to compact",Gravelly sand,incorrect,
141392,47.75772244,-122.1750691,31.9,3,16.9,45.0,2,22.9,12.899999999999999,"Gray sand and gravel, medium compact to compact",Gravelly sand,incorrect,
141392,47.75772244,-122.1750691,31.9,4,11.899999999999999,35.0,3,12.899999999999999,1.8999999999999986,"Gray very fine sand with silt, compact",Sand,SW,Dense
141392,47.75772244,-122.1750691,31.9,5,6.899999999999999,42.0,3,12.899999999999999,1.8999999999999986,"Gray very fine sand with silt, compact",Sand,SW,Dense
141392,47.75772244,-122.1750691,31.9,6,3.3999999999999986,36.0,3,12.899999999999999,1.8999999999999986,"Gray very fine sand with silt, compact",Sand,SW,Dense
141393,47.75627498,-122.1717766,31.3,1,26.3,8.0,2,28.3,24.3,"Silt, peat, diatomite, and silty very fine sand",Silt,ML,Medium Stiff
141393,47.75627498,-122.1717766,31.3,2,21.3,27.0,3,24.3,1.3000000000000007,"Brown gray fine to coarse sand, clean, medium compact to compact",Sand,SW,Dense
141393,47.75627498,-122.1717766,31.3,3,16.3,40.0,3,24.3,1.3000000000000007,"Brown gray fine to coarse sand, clean, medium compact to compact",Sand,SW,Dense
141393,47.75627498,-122.1717766,31.3,4,11.3,37.0,3,24.3,1.3000000000000007,"Brown gray fine to coarse sand, clean, medium compact to compact",Sand,SW,Dense
141393,47.75627498,-122.1717766,31.3,5,6.300000000000001,32.0,3,24.3,1.3000000000000007,"Brown gray fine to coarse sand, clean, medium compact to compact",Sand,SW,Dense
141393,47.75627498,-122.1717766,31.3,6,2.8000000000000007,37.0,3,24.3,1.3000000000000007,"Brown gray fine to coarse sand, clean, medium compact to compact",Sand,SW,Dense
141394,47.75517064,-122.1689485,33.6,1,28.6,6.0,2,30.6,25.6,"Mottled brown gray silty diatomite, some peat, moderately stiff",Silt,ML,Medium Stiff
141394,47.75517064,-122.1689485,33.6,2,23.6,12.0,3,25.6,7.600000000000001,"Brown gray fine sand with some silt, medium compact",Sand,SW,Medium Dense
141394,47.75517064,-122.1689485,33.6,4,13.600000000000001,32.0,3,25.6,7.600000000000001,"Brown gray fine sand with some silt, medium compact",Sand,SW,Dense
141394,47.75517064,-122.1689485,33.6,5,8.600000000000001,27.0,3,25.6,7.600000000000001,"Brown gray fine sand with some silt, medium compact",Sand,SW,Dense
141394,47.75517064,-122.1689485,33.6,6,3.6000000000000014,31.0,4,7.600000000000001,2.6000000000000014,"Gray sand and gravel, medium compact to compact",Gravelly sand,incorrect,
141395,47.7615533,-122.1798524,25.8,1,23.3,4.0,1,25.8,22.8,"Gray and brown silt with a trace of fine sand and organic matter (soft, moist)",Silt,ML,Soft
141395,47.7615533,-122.1798524,25.8,2,18.3,2.0,2,22.8,17.8,"Brown fine to medium sand with a trace of silt (very loose to loose, moist)",Sand,SW,Very loose
141395,47.7615533,-122.1798524,25.8,3,13.3,1.0,3,17.8,12.8,"Dark gray organic silt (very soft to soft, moist)",Silt,OH,Very soft
141395,47.7615533,-122.1798524,25.8,4,8.3,3.0,4,12.8,2.8000000000000007,"Gray silt with clay (very soft, wet)",Silt,OH,Soft
141395,47.7615533,-122.1798524,25.8,5,3.3000000000000007,17.0,4,12.8,2.8000000000000007,"Gray silt with clay (very soft, wet)",Silt,OH,Very stiff
141395,47.7615533,-122.1798524,25.8,6,-1.6999999999999993,41.0,5,2.8000000000000007,-5.199999999999999,"Gray fine to medium sand with silt (medium dense, wet)",Sand,SW,Dense
141395,47.7615533,-122.1798524,25.8,7,-6.699999999999999,15.0,6,-5.199999999999999,-13.2,"Gray silty fine to medium sand with a trace of organic matter (medium dense, wet)",Silty sand,SM,Medium Dense
141395,47.7615533,-122.1798524,25.8,8,-11.7,49.0,6,-5.199999999999999,-13.2,"Gray silty fine to medium sand with a trace of organic matter (medium dense, wet)",Silty sand,SM,Dense
141408,47.82851686,-122.2635228,374.8,1,369.8,11.0,4,371.8,367.8,"Stiff, olive, sandy silt with gravel, moist, fine to medium grained sand, 1 inch minus sub-rounded gravel",Fill,Fill,
141408,47.82851686,-122.2635228,374.8,2,364.8,28.0,5,367.8,361.8,"Medium dense, olive, silty sand with gravel, moist, fine grained sand, 0.5 inch minus sub-rounded gravel. possible trace of clay",Fill,Fill,
141408,47.82851686,-122.2635228,374.8,3,359.8,17.0,6,361.8,356.8,"Medium dense, olive, poorly graded sand with gravel, wet, fine to medium grained sand, 0.5 inch minus sub-rounded gravel, possible trace of silt",Gravelly sand,incorrect,
141408,47.82851686,-122.2635228,374.8,4,354.8,3.0,7,356.8,344.8,"Very loose, olive, poorly graded sand, wet, fine to coarse grained sand, 1 inch minus sub-rounded gravel",Sand,SP,Very loose
141408,47.82851686,-122.2635228,374.8,5,349.8,3.0,7,356.8,344.8,"Very loose, olive, poorly graded sand, wet, fine to coarse grained sand, 1 inch minus sub-rounded gravel",Sand,SP,Very loose
141409,47.82869181,-122.2631257,373.5,1,368.5,2.0,1,373.5,366.5,"Loose, brown, silty sand with gravel, moist. fine to medium grained sand, 1 inch minus sub-rounded gravel",Fill,Fill,
141409,47.82869181,-122.2631257,373.5,2,363.5,35.0,2,366.5,360.5,"Dense, olive, silty sand with gravel wet. fine to medium grained sand, 0.75 inch minus sub-rounded gravel",Silty sand,SM,Dense
141409,47.82869181,-122.2631257,373.5,3,358.5,18.0,3,360.5,354.5,"Medium dense, olive gray, poorly graded sand with silt and gravel, wet; fine to coarse grained sand, 1 inch minus sub-rounded gravel",Sand,SP,Medium Dense
141409,47.82869181,-122.2631257,373.5,4,353.5,13.0,4,354.5,340.5,"Loose, olive, poorly graded gravel, wet, 1 inch minus sub-rounded gravel",Gravel,GP,Medium Dense
141409,47.82869181,-122.2631257,373.5,5,348.5,6.0,4,354.5,340.5,"Loose, olive, poorly graded gravel, wet, 1 inch minus sub-rounded gravel",Gravel,GP,Loose
141409,47.82869181,-122.2631257,373.5,6,343.5,13.0,4,354.5,340.5,"Loose, olive, poorly graded gravel, wet, 1 inch minus sub-rounded gravel",Gravel,GP,Medium Dense
141409,47.82869181,-122.2631257,373.5,7,338.5,48.0,5,340.5,333.5,"Dense, gray, silty sand, wet. fine grained sand",Silty sand,SM,Dense
141451,47.77251671,-122.1890003,35.1,1,35.1,5.0,1,35.1,30.1,"Brown silt to sandy silt, dry to moist, loose",Silt,ML,Medium Stiff
141451,47.77251671,-122.1890003,35.1,2,32.6,10.0,1,35.1,30.1,"Brown silt to sandy silt, dry to moist, loose",Silt,ML,Stiff
141451,47.77251671,-122.1890003,35.1,3,30.1,10.0,2,30.1,13.600000000000001,"Brown grading gray silty to slightly silty sand with gravel, moist, loose grading medium dense",Silty sand,SM,Loose
141451,47.77251671,-122.1890003,35.1,4,27.6,13.0,2,30.1,13.600000000000001,"Brown grading gray silty to slightly silty sand with gravel, moist, loose grading medium dense",Silty sand,SM,Medium Dense
141451,47.77251671,-122.1890003,35.1,5,25.1,19.0,2,30.1,13.600000000000001,"Brown grading gray silty to slightly silty sand with gravel, moist, loose grading medium dense",Silty sand,SM,Medium Dense
141451,47.77251671,-122.1890003,35.1,6,20.1,16.0,2,30.1,13.600000000000001,"Brown grading gray silty to slightly silty sand with gravel, moist, loose grading medium dense",Silty sand,SM,Medium Dense
141451,47.77251671,-122.1890003,35.1,7,15.100000000000001,17.0,2,30.1,13.600000000000001,"Brown grading gray silty to slightly silty sand with gravel, moist, loose grading medium dense",Silty sand,SM,Medium Dense
141455,47.79213621,-122.2163893,148.2,1,145.7,27.0,1,148.2,142.2,"Brown gravelly silty sand with some organics, fine to coarse-grained, wet, medium-dense",Silty sand,SM,Dense
141455,47.79213621,-122.2163893,148.2,2,140.7,35.0,2,142.2,124.19999999999999,"Gray to tan gravelly silty sand, wet, dense",Silty sand,SM,Dense
141455,47.79213621,-122.2163893,148.2,3,135.7,55.0,2,142.2,124.19999999999999,"Gray to tan gravelly silty sand, wet, dense",Silty sand,SM,Very Dense
141455,47.79213621,-122.2163893,148.2,4,130.7,60.0,2,142.2,124.19999999999999,"Gray to tan gravelly silty sand, wet, dense",Silty sand,SM,Very Dense
141455,47.79213621,-122.2163893,148.2,5,125.69999999999999,100.0,2,142.2,124.19999999999999,"Gray to tan gravelly silty sand, wet, dense",Silty sand,SM,Very Dense
141456,47.79191027,-122.217515,149.2,1,146.7,46.0,1,149.2,144.2,"Dark brown gravelly silty sand with some silt and organics, fine to coarse-grained, moist, dense",Silty sand,SM,Dense
141456,47.79191027,-122.217515,149.2,2,141.7,62.0,2,144.2,125.19999999999999,"Gray to tan gravelly silty sand, wet, very dense",Silty sand,SM,Very Dense
141456,47.79191027,-122.217515,149.2,3,136.7,100.0,2,144.2,125.19999999999999,"Gray to tan gravelly silty sand, wet, very dense",Silty sand,SM,Very Dense
141456,47.79191027,-122.217515,149.2,4,131.7,100.0,2,144.2,125.19999999999999,"Gray to tan gravelly silty sand, wet, very dense",Silty sand,SM,Very Dense
141456,47.79191027,-122.217515,149.2,5,126.69999999999999,100.0,2,144.2,125.19999999999999,"Gray to tan gravelly silty sand, wet, very dense",Silty sand,SM,Very Dense
141457,47.79187457,-122.2173528,149.5,1,147.0,38.0,1,149.5,145.5,"Brown gravelly silty sand, medium to coarse grained, moist, medium dense",Silty sand,SM,Dense
141457,47.79187457,-122.2173528,149.5,2,142.0,47.0,2,145.5,130.5,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Dense
141457,47.79187457,-122.2173528,149.5,3,137.0,80.0,2,145.5,130.5,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141457,47.79187457,-122.2173528,149.5,4,132.0,46.0,2,145.5,130.5,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Dense
141458,47.79186059,-122.2171376,149.3,1,146.8,45.0,1,149.3,146.3,"Brown gravelly silty sand, medium to coarse grained, moist, medium dense",Silty sand,SM,Dense
141458,47.79186059,-122.2171376,149.3,2,141.8,57.0,2,146.3,130.3,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141458,47.79186059,-122.2171376,149.3,3,136.8,61.0,2,146.3,130.3,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141458,47.79186059,-122.2171376,149.3,4,131.8,100.0,2,146.3,130.3,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141459,47.79176383,-122.2171147,149.7,1,147.2,46.0,1,149.7,146.7,"Brown gravelly silty sand, medium to coarse grained, moist, medium dense",Silty sand,SM,Dense
141459,47.79176383,-122.2171147,149.7,2,142.2,100.0,2,146.7,130.7,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141459,47.79176383,-122.2171147,149.7,3,137.2,42.0,2,146.7,130.7,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Dense
141459,47.79176383,-122.2171147,149.7,4,132.2,69.0,2,146.7,130.7,"Gray gravelly silty sand, fine to coarse grained, moist, dense",Silty sand,SM,Very Dense
141488,47.76084768,-122.1898911,41.8,1,-3.200000000000003,21.0,1,-3.200000000000003,-11.700000000000003,"Gray clay to gray clay with very fine sand, low plasticity, wet, very stiff",Clay,OL,Very stiff
141488,47.76084768,-122.1898911,41.8,2,-8.200000000000003,23.0,1,-3.200000000000003,-11.700000000000003,"Gray clay to gray clay with very fine sand, low plasticity, wet, very stiff",Clay,OL,Very stiff
141488,47.76084768,-122.1898911,41.8,3,-13.200000000000003,25.0,2,-11.700000000000003,-14.700000000000003,"Gray silty clay, moist, medium plasticity, very stiff",Silty clay,CL,Very stiff
141488,47.76084768,-122.1898911,41.8,4,-18.200000000000003,31.0,4,-17.200000000000003,-25.200000000000003,"Gray silty, very fine to fine sand, wet; to gray silty very fine to fine sand, saturated with few small gravel inclusions in sampler tip, dense to very dense",Silty sand,SM,Dense
141488,47.76084768,-122.1898911,41.8,5,-23.200000000000003,60.0,4,-17.200000000000003,-25.200000000000003,"Gray silty, very fine to fine sand, wet; to gray silty very fine to fine sand, saturated with few small gravel inclusions in sampler tip, dense to very dense",Silty sand,SM,Very Dense
141488,47.76084768,-122.1898911,41.8,7,-33.2,60.0,6,-31.200000000000003,-39.7,"Gray silty sand, coarse grained, silt lenses interbedded, saturated, dense",Silty sand,SM,Very Dense
141489,47.76131882,-122.1905556,43.6,1,-1.3999999999999986,17.0,1,-1.3999999999999986,-4.399999999999999,Unknown,Undefined,incorrect,
141489,47.76131882,-122.1905556,43.6,2,-6.399999999999999,23.0,2,-4.399999999999999,-13.399999999999999,"Gray silty clay with some fine sand, trace small gravel, moist, low plasticity, very stiff; to gray silty clay, fine sand interbedded, moist, low plasticity, hard",Silty clay,CL,Very stiff
141489,47.76131882,-122.1905556,43.6,3,-11.399999999999999,49.0,2,-4.399999999999999,-13.399999999999999,"Gray silty clay with some fine sand, trace small gravel, moist, low plasticity, very stiff; to gray silty clay, fine sand interbedded, moist, low plasticity, hard",Silty clay,CL,Hard
141489,47.76131882,-122.1905556,43.6,6,-26.4,56.0,4,-15.899999999999999,-26.9,"Gray sand with little silt, medium to fine grained, wet, very dense",Sand,SW,Very Dense
141490,47.76080479,-122.1905533,43.7,1,-1.2999999999999972,21.0,1,-1.2999999999999972,-19.299999999999997,"Gray clay, moist, medium plasticity, very stiff",Clay,CH,Very stiff
141490,47.76080479,-122.1905533,43.7,2,-6.299999999999997,26.0,1,-1.2999999999999972,-19.299999999999997,"Gray clay, moist, medium plasticity, very stiff",Clay,CH,Very stiff
141490,47.76080479,-122.1905533,43.7,3,-11.299999999999997,21.0,1,-1.2999999999999972,-19.299999999999997,"Gray clay, moist, medium plasticity, very stiff",Clay,CH,Very stiff
141490,47.76080479,-122.1905533,43.7,4,-16.299999999999997,31.0,1,-1.2999999999999972,-19.299999999999997,"Gray clay, moist, medium plasticity, very stiff",Clay,CH,Hard
141490,47.76080479,-122.1905533,43.7,5,-21.299999999999997,41.0,2,-19.299999999999997,-27.799999999999997,"Gray silty sand, fine to medium grained, wet, with little small gravel, dense to very dense",Silty sand,SM,Dense
141492,47.76192721,-122.1912738,33.9,1,31.4,24.0,1,33.9,22.9,"Brown clayey silt, moist, low plasticity, very stiff; grades to mottled fractured silt with very thin laminae and slightly plastic; decreasing plasticity with depth and turning gray",Clayey silt,ML,Very stiff
141492,47.76192721,-122.1912738,33.9,2,27.9,32.0,1,33.9,22.9,"Brown clayey silt, moist, low plasticity, very stiff; grades to mottled fractured silt with very thin laminae and slightly plastic; decreasing plasticity with depth and turning gray",Clayey silt,ML,Hard
141492,47.76192721,-122.1912738,33.9,3,21.4,20.0,2,22.9,17.9,"Gray, massive silty clay, moist, low plasticity, very stiff",Silty clay,CL,Very stiff
141492,47.76192721,-122.1912738,33.9,4,16.4,54.0,3,17.9,7.899999999999999,"Gray sandy silt, massive, very fine sand, moist, non-plastic, very dense",Sandy silt,ML,Hard
141492,47.76192721,-122.1912738,33.9,5,11.399999999999999,59.0,3,17.9,7.899999999999999,"Gray sandy silt, massive, very fine sand, moist, non-plastic, very dense",Sandy silt,ML,Hard
141492,47.76192721,-122.1912738,33.9,6,6.399999999999999,56.0,4,7.899999999999999,-0.10000000000000142,"Gray fractured clayey silt, moist, low plasticity, hard",Clayey silt,ML,Hard
141492,47.76192721,-122.1912738,33.9,7,1.3999999999999986,73.0,4,7.899999999999999,-0.10000000000000142,"Gray fractured clayey silt, moist, low plasticity, hard",Clayey silt,ML,Hard
141493,47.763744,-122.1913739,25.6,1,23.1,0.0,1,25.6,22.1,"Peat, amorphous with wood, wet, soft",Peat,PT,Very soft
141493,47.763744,-122.1913739,25.6,2,20.6,1.0,2,22.1,18.1,"Brown silty sand, fine grained to sandy silt, wet, very loose with organics and thin peat layers",Silty sand,SM,Very loose
141493,47.763744,-122.1913739,25.6,3,18.1,1.0,3,18.1,10.100000000000001,"Brown sandy silt with organics, sand lenses and thin peat layers, wet, very loose",Sandy silt,ML,Very soft
141493,47.763744,-122.1913739,25.6,4,13.100000000000001,3.0,3,18.1,10.100000000000001,"Brown sandy silt with organics, sand lenses and thin peat layers, wet, very loose",Sandy silt,ML,Soft
141493,47.763744,-122.1913739,25.6,5,8.100000000000001,2.0,4,10.100000000000001,5.100000000000001,"Gray silty clay, wet, very soft",Silty clay,CL,Very soft
141493,47.763744,-122.1913739,25.6,6,3.1000000000000014,17.0,5,5.100000000000001,-0.3999999999999986,"Gray sand with silt, wet, medium dense",Sand,SW,Medium Dense
141493,47.763744,-122.1913739,25.6,7,-1.8999999999999986,15.0,6,-0.3999999999999986,-4.399999999999999,"Gray silt with sand lenses, wet, medium dense, non-plastic",Silt,ML,Stiff
141493,47.763744,-122.1913739,25.6,9,-11.899999999999999,69.0,8,-5.399999999999999,-13.399999999999999,"Gray silty sand with gravel, moist, very dense",Silty sand,SM,Very Dense
141494,47.76102625,-122.188732,25.7,1,23.2,0.0,1,25.7,21.2,"Tan clayey silt with organics, wet, medium stiff to stiff",Clayey silt,ML,Very soft
141494,47.76102625,-122.188732,25.7,2,20.7,1.0,2,21.2,17.7,"Brown organic silt with thin sand lenses, wet, very soft, high plasticity",Silt,OH,Very soft
141494,47.76102625,-122.188732,25.7,3,18.2,17.0,2,21.2,17.7,"Brown organic silt with thin sand lenses, wet, very soft, high plasticity",Silt,OH,Very stiff
141494,47.76102625,-122.188732,25.7,4,13.2,19.0,4,14.2,4.699999999999999,"Gray sandy silt, wet, medium dense, non-plastic grading to silty sand, fine to medium grained, loose to medium dense",Sandy silt,ML,Very stiff
141494,47.76102625,-122.188732,25.7,5,8.2,7.0,4,14.2,4.699999999999999,"Gray sandy silt, wet, medium dense, non-plastic grading to silty sand, fine to medium grained, loose to medium dense",Sandy silt,ML,Medium Stiff
141494,47.76102625,-122.188732,25.7,6,3.1999999999999993,53.0,5,4.699999999999999,-0.3000000000000007,"Gray sand with silt, wet, very dense",Sand,SW,Very Dense
141494,47.76102625,-122.188732,25.7,7,-1.8000000000000007,31.0,6,-0.3000000000000007,-6.800000000000001,"Gray silty sand with silt layers, moist, dense",Silty sand,SM,Dense
141494,47.76102625,-122.188732,25.7,8,-6.800000000000001,21.0,7,-6.800000000000001,-8.3,"Grading to silt, medium dense, slight plasticity",Silt,ML,Very stiff
141495,47.76287492,-122.1879436,25.7,1,23.2,0.0,2,25.2,20.7,"Peat, amorphous, slightly woody, wet, very soft, with silty sand layer from 0.5 to 1 ft",Peat,PT,Very soft
141495,47.76287492,-122.1879436,25.7,2,20.7,1.0,3,20.7,18.7,"Green mottled clayey silt, wet, soft to medium stiff",Clayey silt,ML,Very soft
141495,47.76287492,-122.1879436,25.7,3,18.2,1.0,4,18.7,10.2,"Brown organic silt with thin sand lenses, wet, very soft, high plasticity",Silt,OH,Very soft
141495,47.76287492,-122.1879436,25.7,4,13.2,2.0,4,18.7,10.2,"Brown organic silt with thin sand lenses, wet, very soft, high plasticity",Silt,OH,Very soft
141495,47.76287492,-122.1879436,25.7,5,8.2,30.0,5,10.2,-3.3000000000000007,"Gray silty sand with sandy silt layers, wet, medium dense to dense",Silty sand,SM,Dense
141495,47.76287492,-122.1879436,25.7,6,3.1999999999999993,21.0,5,10.2,-3.3000000000000007,"Gray silty sand with sandy silt layers, wet, medium dense to dense",Silty sand,SM,Medium Dense
141495,47.76287492,-122.1879436,25.7,7,-1.8000000000000007,36.0,5,10.2,-3.3000000000000007,"Gray silty sand with sandy silt layers, wet, medium dense to dense",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,1,21.2,5.0,1,26.2,8.2,"Dark brown peat with some thin tan diatomite layers, soft to very soft",Peat,PT,Medium Stiff
141513,47.76182025,-122.1894526,26.2,2,16.2,5.0,1,26.2,8.2,"Dark brown peat with some thin tan diatomite layers, soft to very soft",Peat,PT,Medium Stiff
141513,47.76182025,-122.1894526,26.2,3,11.2,5.0,1,26.2,8.2,"Dark brown peat with some thin tan diatomite layers, soft to very soft",Peat,PT,Medium Stiff
141513,47.76182025,-122.1894526,26.2,4,6.199999999999999,55.0,2,8.2,-13.8,"Gray layered fine to very fine sand and silty very fine sand, medium compact",Sand,SW,Very Dense
141513,47.76182025,-122.1894526,26.2,5,1.1999999999999993,35.0,2,8.2,-13.8,"Gray layered fine to very fine sand and silty very fine sand, medium compact",Sand,SW,Dense
141513,47.76182025,-122.1894526,26.2,6,-1.3000000000000007,55.0,2,8.2,-13.8,"Gray layered fine to very fine sand and silty very fine sand, medium compact",Sand,SW,Very Dense
141513,47.76182025,-122.1894526,26.2,7,-8.8,84.0,2,8.2,-13.8,"Gray layered fine to very fine sand and silty very fine sand, medium compact",Sand,SW,Very Dense
141513,47.76182025,-122.1894526,26.2,8,-13.8,26.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,9,-18.8,34.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,10,-23.8,19.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Medium Dense
141513,47.76182025,-122.1894526,26.2,11,-28.8,41.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,12,-33.8,21.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Medium Dense
141513,47.76182025,-122.1894526,26.2,13,-38.8,30.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,14,-43.8,32.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Dense
141513,47.76182025,-122.1894526,26.2,15,-48.8,12.0,3,-13.8,-68.8,"Gray layered and laminated silty very fine sand, very fine sandy silt and silt with 0 degree dip, medium compact and moderately stiff to stiff",Silty sand,SM,Medium Dense
141514,47.76172197,-122.1863681,25.5,1,20.5,7.0,2,20.5,13.0,"Grayish brown peaty silt, soft",Silt,OH,Medium Stiff
141514,47.76172197,-122.1863681,25.5,2,15.5,4.0,2,20.5,13.0,"Grayish brown peaty silt, soft",Silt,OH,Soft
141514,47.76172197,-122.1863681,25.5,8,-14.5,33.0,4,10.5,-67.0,"Gray silty fine to very fine sand with some horizontal silt laminations, wet, medium compact",Silty sand,SM,Dense
141514,47.76172197,-122.1863681,25.5,9,-19.5,32.0,4,10.5,-67.0,"Gray silty fine to very fine sand with some horizontal silt laminations, wet, medium compact",Silty sand,SM,Dense
141522,47.75694356,-122.1884824,31.0,1,31.0,11.0,1,31.0,26.0,"Medium dense, brown, moist, silty, gravelly fine to coarse sand",Gravelly sand,incorrect,
141522,47.75694356,-122.1884824,31.0,2,26.0,30.0,2,26.0,21.0,"Dense, brown-gray, dry, silty, fine to medium  sand",Silty sand,SM,Dense
141522,47.75694356,-122.1884824,31.0,3,21.0,3.0,3,21.0,16.5,"Very loose, brown-black, wet, very silty fine to medium sand with wood fragments",Silty sand,SM,Very loose
141551,47.76222005,-122.1700199,176.9,1,169.4,65.0,2,171.9,134.4,"Gray silty fine to medium sand with gravel and occasional cobbles and boulders (dense, damp to moist) ",Silty sand,SM,Very Dense
141551,47.76222005,-122.1700199,176.9,5,129.4,80.0,3,134.4,125.9,"Light gray silt with lenses of fine to medium sand with a trace of gravel (hard, damp)",Silt,ML,Hard
141552,47.76069632,-122.1706868,82.3,1,74.8,29.0,2,77.3,73.3,"Gray sand with some gravel (medium dense, damp)",Sand,SW,Dense
141552,47.76069632,-122.1706868,82.3,2,64.8,53.0,4,67.3,59.8,"Gray fine sandy silt with lenses of silty fine sand (dense, damp)",Sandy silt,ML,Hard
141552,47.76069632,-122.1706868,82.3,3,54.8,24.0,5,59.8,47.3,"Gray silt (hard, wet)",Silt,ML,Very stiff
141552,47.76069632,-122.1706868,82.3,4,44.8,76.0,6,47.3,41.3,"Gray silty sand with some gravel (very dense, moist)",Silty sand,SM,Very Dense
141615,47.89019979,-122.2386303,504.7,1,502.2,16.0,2,504.2,496.2," sandy silt; brown, mottled, trace to little gravel, medium dense, wet",Sandy silt,ML,Very stiff
141615,47.89019979,-122.2386303,504.7,2,499.7,19.0,2,504.2,496.2," sandy silt; brown, mottled, trace to little gravel, medium dense, wet",Sandy silt,ML,Very stiff
141615,47.89019979,-122.2386303,504.7,3,497.2,31.0,2,504.2,496.2," sandy silt; brown, mottled, trace to little gravel, medium dense, wet",Sandy silt,ML,Hard
