Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,Lithology,USCS,Density / Consistency
92,47.54420898,-122.3862962,229.8,3,224.8,11.0,4,224.8,222.8,"Gray silt, trace sand, root traces, seams of silty sand, wet, stiff.",Silt,ML,Stiff
92,47.54420898,-122.3862962,229.8,4,222.8,33.0,5,222.8,214.8,"Dark-gray, silty sand, fine to medium, scattered gravel, very moist to wet, dense to very dense.",Silty sand,SM,Dense
92,47.54420898,-122.3862962,229.8,5,219.8,86.0,5,222.8,214.8,"Dark-gray, silty sand, fine to medium, scattered gravel, very moist to wet, dense to very dense.",Silty sand,SM,Very Dense
92,47.54420898,-122.3862962,229.8,6,217.3,71.0,5,222.8,214.8,"Dark-gray, silty sand, fine to medium, scattered gravel, very moist to wet, dense to very dense.",Silty sand,SM,Very Dense
92,47.54420898,-122.3862962,229.8,8,207.3,67.0,6,214.8,206.3,"Dark-gray sand with silt, fine to medium, wet, very dense.",Sand,SW,Very Dense
102,47.52864472,-122.3886656,315.4,1,312.9,8.0,1,315.4,306.4,"Loose, brown sand with organics.",Sand,SP,Loose
102,47.52864472,-122.3886656,315.4,2,307.9,6.0,1,315.4,306.4,"Loose, brown sand with organics.",Sand,SP,Loose
102,47.52864472,-122.3886656,315.4,3,302.9,27.0,2,306.4,285.4,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",Sand,SP,Dense
102,47.52864472,-122.3886656,315.4,4,297.9,38.0,2,306.4,285.4,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",Sand,SP,Dense
102,47.52864472,-122.3886656,315.4,5,292.9,60.0,2,306.4,285.4,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",Sand,SP,Very Dense
102,47.52864472,-122.3886656,315.4,6,287.9,52.0,2,306.4,285.4,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",Sand,SP,Very Dense
102,47.52864472,-122.3886656,315.4,7,282.9,100.0,3,285.4,266.4,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",Clay,CH,Hard
102,47.52864472,-122.3886656,315.4,8,277.9,74.0,3,285.4,266.4,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",Clay,CH,Hard
102,47.52864472,-122.3886656,315.4,9,272.9,95.0,3,285.4,266.4,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",Clay,CH,Hard
102,47.52864472,-122.3886656,315.4,10,267.9,62.0,3,285.4,266.4,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",Clay,CH,Hard
103,47.52862163,-122.3892437,243.5,1,241.0,13.0,1,243.5,230.5,"Light brown, poorly graded sand with silt to silty sand, medium dense to dense.",Sand,SP,Medium Dense
103,47.52862163,-122.3892437,243.5,2,236.0,41.0,1,243.5,230.5,"Light brown, poorly graded sand with silt to silty sand, medium dense to dense.",Sand,SP,Dense
103,47.52862163,-122.3892437,243.5,3,231.0,42.0,1,243.5,230.5,"Light brown, poorly graded sand with silt to silty sand, medium dense to dense.",Sand,SP,Dense
155,47.53528456,-122.3887627,323.1,1,318.1,70.0,3,319.1,315.1,"Dense, brown, slightly silty, fine sand, moist.",Sand,SW,Very Dense
171,47.51001061,-122.3909411,163.2,1,159.2,5.0,1,163.2,153.2,"Loose, fine to medium grained sand with gravel.",Fill,Fill,
171,47.51001061,-122.3909411,163.2,2,154.2,6.0,1,163.2,153.2,"Loose, fine to medium grained sand with gravel.",Fill,Fill,
171,47.51001061,-122.3909411,163.2,3,152.7,12.0,2,153.2,148.2,Silt and clay with joints and slickensides.,Silty clay,CL,Stiff
171,47.51001061,-122.3909411,163.2,4,147.7,39.0,3,148.2,134.2,Hard silt and clay massive with intercalated beds of water-bearing sand.,Silty clay,CL,Hard
171,47.51001061,-122.3909411,163.2,5,145.2,67.0,3,148.2,134.2,Hard silt and clay massive with intercalated beds of water-bearing sand.,Silty clay,CL,Hard
171,47.51001061,-122.3909411,163.2,6,140.7,69.0,3,148.2,134.2,Hard silt and clay massive with intercalated beds of water-bearing sand.,Silty clay,CL,Hard
171,47.51001061,-122.3909411,163.2,7,135.2,94.0,3,148.2,134.2,Hard silt and clay massive with intercalated beds of water-bearing sand.,Silty clay,CL,Hard
180,47.50881194,-122.3907935,157.4,1,154.9,16.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,2,150.9,16.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,3,146.4,13.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Stiff
180,47.50881194,-122.3907935,157.4,4,140.9,17.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,5,135.9,17.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,6,130.9,21.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,7,125.9,30.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Very stiff
180,47.50881194,-122.3907935,157.4,8,120.4,33.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Hard
180,47.50881194,-122.3907935,157.4,9,116.9,70.0,1,157.4,112.4,"Sandy, clayey silt, gray, wet, medium dense, contains very fine sand.",Clayey silt,ML,Hard
180,47.50881194,-122.3907935,157.4,10,111.4,70.0,2,112.4,105.9,Gravelly sand.,Gravelly sand,incorrect,
187,47.51069887,-122.3916171,179.2,1,176.7,2.0,1,179.2,171.7,"Brown to gray, clayey sand and silt, wet, loose.",Clayey sand,SC,Very loose
187,47.51069887,-122.3916171,179.2,2,174.2,5.0,1,179.2,171.7,"Brown to gray, clayey sand and silt, wet, loose.",Clayey sand,SC,Loose
187,47.51069887,-122.3916171,179.2,3,171.7,14.0,2,171.7,160.7,"Gray clay, wet, moderate to stiff, plastic.",Clay,CH,Stiff
187,47.51069887,-122.3916171,179.2,4,169.2,22.0,2,171.7,160.7,"Gray clay, wet, moderate to stiff, plastic.",Clay,CH,Very stiff
187,47.51069887,-122.3916171,179.2,5,166.7,28.0,2,171.7,160.7,"Gray clay, wet, moderate to stiff, plastic.",Clay,CH,Very stiff
187,47.51069887,-122.3916171,179.2,6,161.7,24.0,2,171.7,160.7,"Gray clay, wet, moderate to stiff, plastic.",Clay,CH,Very stiff
188,47.51023258,-122.3921308,128.4,1,128.15,24.0,1,128.4,127.700000012,"Stiff, dry to moist, gray-brown, clayey silt, disturbed.",Clayey silt,ML,Very stiff
188,47.51023258,-122.3921308,128.4,2,126.65,98.0,3,126.9,124.4,"Very dense, gray-brown, fine sandy silt, dry to moist.",Sandy silt,ML,Hard
189,47.51021973,-122.3920777,136.0,1,135.75,38.0,1,136.0,133.0,"Very stiff to hard, brown and tan, clayey, sandy silt, dry to moist, with roots and organics, disturbed.",Sandy silt,ML,Hard
189,47.51021973,-122.3920777,136.0,2,134.25,48.0,1,136.0,133.0,"Very stiff to hard, brown and tan, clayey, sandy silt, dry to moist, with roots and organics, disturbed.",Sandy silt,ML,Hard
189,47.51021973,-122.3920777,136.0,3,132.75,46.0,2,133.0,131.5,"Very stiff, brown, dry to moist, clayey silt, with trace of roots and gravel.",Clayey silt,ML,Hard
189,47.51021973,-122.3920777,136.0,4,131.25,68.0,3,131.5,127.0,"Hard, brown, gray, dry to moist, silty clay and clayey silt with iron oxidized silt lenses.",Silty clay,CL,Hard
189,47.51021973,-122.3920777,136.0,5,129.75,107.0,3,131.5,127.0,"Hard, brown, gray, dry to moist, silty clay and clayey silt with iron oxidized silt lenses.",Silty clay,CL,Hard
189,47.51021973,-122.3920777,136.0,6,128.25,145.0,3,131.5,127.0,"Hard, brown, gray, dry to moist, silty clay and clayey silt with iron oxidized silt lenses.",Silty clay,CL,Hard
190,47.51020675,-122.3920327,140.5,1,140.25,41.0,1,140.5,137.0,"Dense, brown, dry, clayey, sandy silt with organics.",Fill,Fill,
190,47.51020675,-122.3920327,140.5,2,138.75,78.0,1,140.5,137.0,"Dense, brown, dry, clayey, sandy silt with organics.",Fill,Fill,
190,47.51020675,-122.3920327,140.5,3,137.25,42.0,1,140.5,137.0,"Dense, brown, dry, clayey, sandy silt with organics.",Fill,Fill,
190,47.51020675,-122.3920327,140.5,4,135.75,38.0,2,137.0,134.5,"Stiff to very stiff, gray and brown, clayey silt with scattered roots and gravel, dry to moist, disturbed.",Clayey silt,ML,Hard
190,47.51020675,-122.3920327,140.5,5,134.25,39.0,3,134.5,130.5,"Very stiff to hard, brown-gray and gray, moist, clayey silt, occasional gravel.",Clayey silt,ML,Hard
190,47.51020675,-122.3920327,140.5,6,132.75,72.0,3,134.5,130.5,"Very stiff to hard, brown-gray and gray, moist, clayey silt, occasional gravel.",Clayey silt,ML,Hard
190,47.51020675,-122.3920327,140.5,7,131.25,119.0,3,134.5,130.5,"Very stiff to hard, brown-gray and gray, moist, clayey silt, occasional gravel.",Clayey silt,ML,Hard
202,47.55968967,-122.3839953,309.9,1,307.9,3.0,1,309.9,298.9,"Brown and tan, mixed, clean to silty sand and sandy silt with pebbles, both with wood and charcoal fragments, dry, loose.",Fill,Fill,
202,47.55968967,-122.3839953,309.9,2,302.9,23.0,1,309.9,298.9,"Brown and tan, mixed, clean to silty sand and sandy silt with pebbles, both with wood and charcoal fragments, dry, loose.",Fill,Fill,
202,47.55968967,-122.3839953,309.9,3,297.9,67.0,2,298.9,293.4,"Brown-tan, silty sand with pebbles grading to slightly silty sand, damp to wet, dense to very dense.",Silty sand,SM,Very Dense
202,47.55968967,-122.3839953,309.9,4,292.9,28.0,3,293.4,268.9,"Blue-gray, clay and silt, with trace fine sand at depth, non-bedded with oblique jointing, moist, hard.",Clayey silt,ML,Very stiff
202,47.55968967,-122.3839953,309.9,5,287.9,27.0,3,293.4,268.9,"Blue-gray, clay and silt, with trace fine sand at depth, non-bedded with oblique jointing, moist, hard.",Clayey silt,ML,Very stiff
202,47.55968967,-122.3839953,309.9,6,282.9,51.0,3,293.4,268.9,"Blue-gray, clay and silt, with trace fine sand at depth, non-bedded with oblique jointing, moist, hard.",Clayey silt,ML,Hard
202,47.55968967,-122.3839953,309.9,7,277.9,66.0,3,293.4,268.9,"Blue-gray, clay and silt, with trace fine sand at depth, non-bedded with oblique jointing, moist, hard.",Clayey silt,ML,Hard
202,47.55968967,-122.3839953,309.9,8,272.9,66.0,3,293.4,268.9,"Blue-gray, clay and silt, with trace fine sand at depth, non-bedded with oblique jointing, moist, hard.",Clayey silt,ML,Hard
203,47.56047731,-122.3839543,300.6,1,298.6,74.0,1,300.6,283.6,"Tan mottled to tan, silty sand with gravel, with lenses of clean to slightly silty sand, moist, very dense.",Silty sand,SM,Very Dense
203,47.56047731,-122.3839543,300.6,4,283.6,54.0,2,283.6,269.6,"Tan, clayey silt with silty sand, jointed, wet on vertical joint planes, moist, very hard.",Clayey silt,ML,Hard
203,47.56047731,-122.3839543,300.6,5,278.6,71.0,2,283.6,269.6,"Tan, clayey silt with silty sand, jointed, wet on vertical joint planes, moist, very hard.",Clayey silt,ML,Hard
203,47.56047731,-122.3839543,300.6,7,268.6,80.0,3,269.6,266.6,"Blue-gray, mottled, silt with fine sand, moist, dense.",Silt,ML,Hard
205,47.55979181,-122.3836141,287.7,1,285.7,16.0,1,287.7,277.7,"Red-tan mottled, gravelly, silty sand, very wet to wet, medium dense.",Silty sand,SM,Medium Dense
205,47.55979181,-122.3836141,287.7,2,280.7,59.0,1,287.7,277.7,"Red-tan mottled, gravelly, silty sand, very wet to wet, medium dense.",Silty sand,SM,Very Dense
206,47.56003804,-122.3839874,303.0,1,301.0,15.0,1,303.0,293.0,"Tan mottled to gray, gravelly silty sand grading to slightly silty sand with gravel, moist, medium dense to very dense.",Silty sand,SM,Medium Dense
206,47.56003804,-122.3839874,303.0,3,291.0,46.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",Clayey silt,ML,Hard
206,47.56003804,-122.3839874,303.0,4,286.0,28.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",Clayey silt,ML,Very stiff
206,47.56003804,-122.3839874,303.0,5,281.0,58.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",Clayey silt,ML,Hard
206,47.56003804,-122.3839874,303.0,6,276.0,62.0,2,293.0,272.0,"Tan to blue-gray, clay and silt with trace fine sand, non-bedded, jointed with oblique parting angle, moist, very dense.",Clayey silt,ML,Hard
206,47.56003804,-122.3839874,303.0,7,271.0,72.0,3,272.0,264.5,"Tan, clean to slightly silty, medium to fine sand, dry to moist, very dense.",Sand,SW,Very Dense
207,47.50293952,-122.3817477,205.2,1,205.2,2.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",Silty sand,SM,Very loose
207,47.50293952,-122.3817477,205.2,2,200.2,22.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",Silty sand,SM,Medium Dense
207,47.50293952,-122.3817477,205.2,3,195.2,25.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",Silty sand,SM,Dense
207,47.50293952,-122.3817477,205.2,4,190.2,38.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",Silty sand,SM,Dense
207,47.50293952,-122.3817477,205.2,5,185.2,54.0,1,205.2,183.7,"Brown-tan, gravelly, silty sand with some organics, medium-grained, very moist, very loose.",Silty sand,SM,Very Dense
209,47.52752314,-122.3851158,370.8,1,365.8,50.0,2,365.8,360.8,"Yellowish brown silty, gravelly sand.",Gravelly sand,incorrect,
209,47.52752314,-122.3851158,370.8,2,360.8,50.0,3,360.8,355.8,Grayish brown sand.,Sand,SC,Dense
209,47.52752314,-122.3851158,370.8,3,355.8,37.0,4,355.8,350.8,Grayish brown gravelly sand.,Gravelly sand,incorrect,
216,47.58155577,-122.3844513,330.0,2,320.0,82.0,2,329.799999997,314.0,"Gray tan, silty fine sand with gravel and cobbles, moist.",Silty sand,SM,Very Dense
216,47.58155577,-122.3844513,330.0,8,290.0,61.0,3,314.0,203.5,"Gray, silty to slightly silty, fine to medium sand, dry to moist.",Silty sand,SM,Very Dense
219,47.56063378,-122.3851306,314.8,1,312.8,29.0,2,314.699999999,304.3,"Tan mottled silty sand with gravel, with sandy silt areas, moist, medium dense.",Fill,Fill,
219,47.56063378,-122.3851306,314.8,3,302.8,49.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,4,299.8,35.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,5,297.8,46.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,6,292.8,55.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,7,287.8,38.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,8,282.8,34.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
219,47.56063378,-122.3851306,314.8,9,277.8,45.0,3,304.3,275.8,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
220,47.55952384,-122.384585,329.6,1,327.1,27.0,2,329.1,322.79999980900004,"Tan mottled, sandy silt with gravel, with silty sand layers, moist, medium dense.",Fill,Fill,
220,47.55952384,-122.384585,329.6,6,307.1,91.0,5,308.80000076000005,300.6,"Gray silty clay with gravel and sand layers, and lenses, moist, hard.",Silty clay,CL,Hard
220,47.55952384,-122.384585,329.6,7,302.1,56.0,5,308.80000076000005,300.6,"Gray silty clay with gravel and sand layers, and lenses, moist, hard.",Silty clay,CL,Hard
221,47.56061222,-122.384429,304.3,1,302.3,2.0,1,304.3,297.3,"Gray to brown, sandy silt with clay and gravel, wet, very loose, fine grained sand.",Fill,Fill,
221,47.56061222,-122.384429,304.3,2,296.8,22.0,2,297.3,293.3,"Gray to brown, clayey silt to silty clay, moist, hard.",Clayey silt,ML,Very stiff
221,47.56061222,-122.384429,304.3,3,291.8,79.0,3,293.3,285.3,"Brown, silty gravelly sand, fine to medium grained sand, to sand with some silt and gravel, wet, very dense.",Gravelly sand,incorrect,
221,47.56061222,-122.384429,304.3,4,286.8,63.0,3,293.3,285.3,"Brown, silty gravelly sand, fine to medium grained sand, to sand with some silt and gravel, wet, very dense.",Gravelly sand,incorrect,
221,47.56061222,-122.384429,304.3,5,281.8,53.0,4,285.3,270.3,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
221,47.56061222,-122.384429,304.3,6,276.8,34.0,4,285.3,270.3,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
221,47.56061222,-122.384429,304.3,7,271.8,39.0,4,285.3,270.3,"Gray silty clay, moist, hard.",Silty clay,CL,Hard
222,47.55951075,-122.3852246,335.2,2,327.7,56.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",Silty clay,CL,Hard
222,47.55951075,-122.3852246,335.2,3,322.7,50.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",Silty clay,CL,Hard
222,47.55951075,-122.3852246,335.2,4,317.7,64.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",Silty clay,CL,Hard
222,47.55951075,-122.3852246,335.2,5,312.7,54.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",Silty clay,CL,Hard
222,47.55951075,-122.3852246,335.2,6,307.7,49.0,2,330.2,306.2,"Gray silty clay, dry to moist, hard.",Silty clay,CL,Hard
229,47.52775955,-122.3859258,350.2,1,345.2,17.0,2,349.7,343.7,"Brown, slightly gravelly, slightly silty, fine grained sand with fragments of wood and organics, moist, loose.",Fill,Fill,
229,47.52775955,-122.3859258,350.2,2,340.2,59.0,3,343.7,332.2,"Brown, slightly silty to silty, fine to medium grained sand with occasional gravel, moist, dense to very dense.",Sand,SW,Very Dense
229,47.52775955,-122.3859258,350.2,4,330.2,91.0,4,332.2,319.2,"Gray, fine grained sand with occasional gravel, moist, dense.",Sand,SW,Very Dense
246,47.56141059,-122.383894,296.7,1,294.2,19.0,1,296.7,293.7,"Mottled, gray-brown, fine grained, sandy silt, very stiff",Sandy silt,ML,Very stiff
246,47.56141059,-122.383894,296.7,2,291.7,15.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",Clay,CH,Stiff
246,47.56141059,-122.383894,296.7,3,289.2,29.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",Clay,CH,Very stiff
246,47.56141059,-122.383894,296.7,4,284.2,33.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",Clay,CH,Hard
246,47.56141059,-122.383894,296.7,5,279.2,18.0,2,293.7,277.7,"Blue-gray clay, very stiff to hard",Clay,CH,Very stiff
247,47.5611915,-122.3835379,293.1,1,290.6,37.0,1,293.1,286.6,"Mottled, gray-brown, gravelly, fine grained, sandy silt hard",Sandy silt,ML,Hard
247,47.5611915,-122.3835379,293.1,2,285.6,23.0,2,286.6,279.1,"Blue-gray clay, very stiff to hard",Clay,CH,Very stiff
247,47.5611915,-122.3835379,293.1,3,280.6,35.0,2,286.6,279.1,"Blue-gray clay, very stiff to hard",Clay,CH,Hard
248,47.56133335,-122.3835834,293.5,1,291.0,19.0,1,293.5,285.699999809,"Mottled, gray-brown, silty clay to clayey silt, very stiff",Silty clay,CL,Very stiff
248,47.56133335,-122.3835834,293.5,2,286.0,16.0,1,293.5,285.699999809,"Mottled, gray-brown, silty clay to clayey silt, very stiff",Silty clay,CL,Very stiff
248,47.56133335,-122.3835834,293.5,3,281.0,20.0,2,285.699999809,279.5,"Blue-gray clay, very stiff",Clay,CH,Very stiff
249,47.51973773,-122.3947748,48.2,1,48.2,12.0,1,48.2,46.7,"Brown, slightly sandy, low plasticity silt with roots, wet, loose",Topsoil / vegetation,Topsoil or vegetation,
249,47.51973773,-122.3947748,48.2,2,43.2,26.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",Silt,OL,Very stiff
249,47.51973773,-122.3947748,48.2,3,38.2,26.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",Silt,OL,Very stiff
249,47.51973773,-122.3947748,48.2,4,33.2,25.0,2,46.7,31.700000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, stiff",Silt,OL,Very stiff
250,47.5197857,-122.3946915,38.7,1,38.7,3.0,1,38.7,36.7,"Brown to orangish-brown, slightly sandy, nonplastic silt with organics and roots, wet, loose",Topsoil / vegetation,Topsoil or vegetation,
250,47.5197857,-122.3946915,38.7,2,33.7,26.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",Silt,OL,Very stiff
250,47.5197857,-122.3946915,38.7,3,28.700000000000003,39.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",Silt,OL,Hard
250,47.5197857,-122.3946915,38.7,4,23.700000000000003,36.0,2,36.7,22.200000000000003,"Grayish-brown, slightly clayey, low plasticity silt, moderately fractured, wet, very stiff to hard",Silt,OL,Hard
253,47.58582684,-122.3966881,105.8,2,98.8,67.0,3,100.8,97.8,"Dense, gray, silty fine sand",Silty sand,SM,Very Dense
254,47.58544559,-122.3970312,110.6,1,107.1,11.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",Sand,SW,Medium Dense
254,47.58544559,-122.3970312,110.6,2,104.6,5.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",Sand,SW,Loose
254,47.58544559,-122.3970312,110.6,3,102.1,4.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",Sand,SW,Very loose
254,47.58544559,-122.3970312,110.6,4,99.6,4.0,2,110.399999997,98.1,"Loose, brown, clean, fine to medium sand, moist, minor iron-oxide stains",Sand,SW,Very loose
254,47.58544559,-122.3970312,110.6,5,97.1,17.0,3,98.1,95.6,"Very stiff, gray-brown and gray, clayey silt, moist, fine sand partings, iron-oxide stains",Clayey silt,ML,Very stiff
254,47.58544559,-122.3970312,110.6,6,94.6,10.0,4,95.6,92.6,"Stiff, gray, silty clay, moist to wet, angular chunks in soft matrix, disturbed, blocky",Silty clay,CL,Stiff
254,47.58544559,-122.3970312,110.6,7,92.1,17.0,5,92.6,90.1,"Medium dense, gray, silty fine sand, wet",Silty sand,SM,Medium Dense
254,47.58544559,-122.3970312,110.6,8,89.6,18.0,6,90.1,88.6,"Hard, gray silty clay, moist, disturbed chunks in soft matrix",Silty clay,CL,Very stiff
254,47.58544559,-122.3970312,110.6,9,87.1,44.0,7,88.6,80.6,"Hard, gray silty clay, moist, massive and laminated",Silty clay,CL,Hard
254,47.58544559,-122.3970312,110.6,10,81.6,39.0,7,88.6,80.6,"Hard, gray silty clay, moist, massive and laminated",Silty clay,CL,Hard
254,47.58544559,-122.3970312,110.6,11,77.1,70.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",Silty sand,SM,Very Dense
254,47.58544559,-122.3970312,110.6,12,71.6,44.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",Silty sand,SM,Dense
254,47.58544559,-122.3970312,110.6,13,67.1,68.0,8,80.6,66.6,"Dense to very dense, gray, silty fine sand and fine sandy silt, moist and wet, trace of decayed organics",Silty sand,SM,Very Dense
254,47.58544559,-122.3970312,110.6,14,62.099999999999994,110.0,9,66.6,61.599999999999994,"Hard, gray clayey silt, moist, laminated",Clayey silt,ML,Hard
261,47.58543484,-122.3973551,79.6,1,72.6,65.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",Silty sand,SM,Very Dense
261,47.58543484,-122.3973551,79.6,2,68.6,75.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",Silty sand,SM,Very Dense
261,47.58543484,-122.3973551,79.6,3,68.1,150.0,4,74.6,67.6,"Dense to very dense, gray-brown, silty to slightly silty, fine sand, moist",Silty sand,SM,Very Dense
262,47.58547522,-122.3974011,70.5,1,60.5,110.0,3,62.0,58.0,"Interbedded, dense to very dense, silty fine sand and hard, brown and gray, clayey silt to silty clay, moist",Silty sand,SM,Very Dense
262,47.58547522,-122.3974011,70.5,2,58.5,106.0,3,62.0,58.0,"Interbedded, dense to very dense, silty fine sand and hard, brown and gray, clayey silt to silty clay, moist",Silty sand,SM,Very Dense
263,47.58463633,-122.3984007,68.9,1,66.4,4.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",Sand,SW,Very loose
263,47.58463633,-122.3984007,68.9,2,61.400000000000006,7.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",Sand,SW,Loose
263,47.58463633,-122.3984007,68.9,3,56.400000000000006,8.0,2,68.4,55.900000000000006,"Brown, slightly silty to silty, fine to medium-grained sand with some gravel, moist, loose",Sand,SW,Loose
263,47.58463633,-122.3984007,68.9,4,51.400000000000006,6.0,4,55.400000000000006,48.400000000000006,"Brown, silty, fine-grained sand interbedded with silt, very moist, loose",Silty sand,SM,Loose
263,47.58463633,-122.3984007,68.9,5,46.400000000000006,7.0,5,48.400000000000006,43.900000000000006,"Brown, slightly silty, fine to medium-grained sand, moist, loose",Sand,SW,Loose
263,47.58463633,-122.3984007,68.9,6,41.400000000000006,34.0,6,43.900000000000006,35.900000000000006,"Blue-gray, low plasticity silt interbedded with silty, fine-grained sand, very moist, dense",Silt,OL,Hard
264,47.58485087,-122.3980233,76.6,1,74.1,3.0,1,76.6,73.6,"Brown, sandy, low plasticity silt, very moist, very loose",Sandy silt,ML,Soft
264,47.58485087,-122.3980233,76.6,2,69.1,5.0,2,73.6,65.6,"Brown, silty, fine to medium-grained sand, very moist, very loose",Silty sand,SM,Loose
264,47.58485087,-122.3980233,76.6,3,64.1,59.0,3,65.6,61.599999999999994,"Blue-gray, clayey, medium plastic silt, very moist, hard",Clayey silt,ML,Hard
264,47.58485087,-122.3980233,76.6,4,59.099999999999994,34.0,4,61.599999999999994,51.099999999999994,"Brown, slightly silty, fine to medium-grained sand interbedded with low plasticity silt, moist to very moist, dense",Silty sand,SM,Dense
264,47.58485087,-122.3980233,76.6,5,54.099999999999994,55.0,4,61.599999999999994,51.099999999999994,"Brown, slightly silty, fine to medium-grained sand interbedded with low plasticity silt, moist to very moist, dense",Silty sand,SM,Very Dense
267,47.52293418,-122.3852008,203.1,1,196.1,18.0,1,203.1,193.1,"Gray, silty fine to medium sand, loose, wet",Fill,Fill,
